data_min_utc,data_max_utc,n_harness_markets_total,n_markets_fully_covered,coverage_frac_of_harness_markets
2026-08-19T02:00:00.010000+00:00,2026-08-21T01:59:59.990000+00:00,1554,569,0.3661518661518662
