markets_listed	markets_kept	markets_dropped	rows	median_rows_per_market	median_coverage	buckets_2plus_captures	first_open	last_open
7365	7111	253	20938352	2940	0.98	13474725	2026-08-14 00:05:00	2026-09-08 13:45:00
